NO.,CUSTOMER,PROJECT NAME,MATERIAL / JASA,NO. PO,NO. INVOICE,TGL INVOICE, PROJECT PRICE ,%, RP , PPN , PPH , TOTAL PRICE ,KET,LUNAS/BLM,,
425,ELANG PERDANA TYRE INDUSTRY,SERVICE PENGGANTIAN 14 BATANG WATER TUBE COAL BOILER,MATERIAL,19/12/PO/08716,ZSBI-INV/19/XII/1677,16-Dec-19,"139,040,000",40%,"55,616,000","5,561,600",,"61,177,600",INV 16/12/2019,LUNAS BCA 17/12/2019,,
,,,,,ZSBI-INV/20/I/1695,13-Jan-20,,60%,"83,424,000","8,342,400","1,668,480","90,097,920",INV 13/01/2020,LUNAS BCA 26/03/2020,,
426,MANDALA UTAMA (AGUS),MOTOR MELCO,MATERIAL,76/MU-TECHNIK/161219,ZSBI-INV/19/XII/1678,17-Dec-19,"2,200,000",100%,"2,200,000","220,000",,"2,420,000",INV 17/12/2019,LUNAS BCA 23/12/2019,,
427,ANUGERAH DWI PRATAMA,U-BOLT 14,MATERIAL,219/ADP-PO/XII/2019,ZSBI-INV/19/XII/1679,16-Dec-19,"506,000",100%,"506,000","50,600",,"556,600",INV 18/12/2019,LUNAS BCA 21/01/20,,
428,ANUGERAH DWI PRATAMA,U-BOLT 14 + RANTAI 13 MATA D 14,MATERIAL,222/ADP-PO/XII/2019,ZSBI-INV/19/XII/1680,19-Dec-19,"460,000",100%,"5,300,000","530,000",,"5,830,000",INV 19/12/2019,LUNAS BCA 21/01/20,,
429,MANDALA UTAMA (AGUS),RANTAI 13 MATA,MATERIAL,77/MU-TECHNIK/211219,ZSBI-INV/19/XII/1681,23-Dec-19,"6,250,000",100%,"6,250,000","625,000",,"6,875,000",INV 23/12/2019,LUNAS BCA 23/12/2019,,
430,ANUGERAH DWI PRATAMA,U-BOLT 14 + RANTAI 13 MATA D 14,MATERIAL,224/ADP-PO/XII/2019,ZSBI-INV/19/XII/1682,23-Dec-19,"1,683,000",100%,"1,683,000","168,300",,"1,851,300",INV 23/12/2019,LUNAS BCA 21/01/20,,
431,ANUGERAH DWI PRATAMA,U-BOLT 14 + RANTAI 13 MATA D 14,MATERIAL,225/ADP-PO/XII/2019,ZSBI-INV/19/XII/1683,26-Dec-19,"6,650,000",100%,"6,650,000","665,000",,"7,315,000",INV 26/12/2019,LUNAS BCA 12/02/2020,,
432,CV. BERKAH ABADI ENGINEERING,SIGHT GLASS C TO C 440 - LAMPU DAN NON LAMPU,MATERIAL,029/PO/BAE/XII/19,ZSBI-INV/19/XII/1684 R1,26-Dec-19,"5,050,000",100%,"5,050,000","505,000",,"5,555,000",INV 26/12/2019,LUNAS POTONG TAGIHAN,,
433,JIALE INDONESIA TEXTILE,BONGLAR PASANG 10MK BOILER KUBAH BELAKANG,MATERIAL,-,ZSBI-INV/19/XII/1685,27-Dec-19,"22,900,000",40%,"9,160,000","916,000",,"10,076,000",INV 27/12/2019,LUNAS BCA 27/12/19  BAYAR PPN 10/01/20,,
,,,,,ZSBI-INV/19/XII/1691,31-Dec-19,,60%,"13,740,000","1,374,000",,"15,114,000",INV 31/12/2019,LUNAS BCA 10/01/20,,
434,ASRINDO CITRASUBUR MAKMUR,"T24, Y45, LONG AS 157, SPROCKET 9 GIGI",MATERIAL,021/PO/ACM/XII/2019,ZSBI-INV/19/XII/1686,27-Dec-19,"3,290,000",100%,"3,290,000","329,000",,"3,619,000",INV 27/12/2019,LUNAS BCA 27/12/2019,,
435,ANUGERAH DWI PRATAMA,U-BOLT 14 + RANTAI 13 MATA D 14,MATERIAL,227/ADP-PO/XII/2019,ZSBI-INV/19/XII/1687,27-Dec-19,"13,300,000",100%,"13,300,000","1,330,000",,"14,630,000",INV 27/12/2019,LUNAS BCA 12/02/2020,,
436,DUCON TETRABLOK INDONESIA,AS CHAIN GRATE DIA 1710 & TRAVEL GRATE 252,MATERIAL,192000877,ZSBI-INV/19/XII/1689,30-Dec-19,"19,650,000",100%,"19,650,000","1,965,000",,"21,615,000",INV 30/12/2019,LUNAS BCA,,
437,ELANG PERDANA TYRE INDUSTRY,"U-BOLT , RANTAI 13 , SCRAPPER , SMALL IDLER, SPROCKET , DAN SHAFT",MATERIAL,19/12/PO/08438,ZSBI-INV/20/I/1692,04-Jan-20,"12,220,000",100%,"12,220,000","1,222,000",,"13,442,000",INV 04/01/2020,LUNAS BCA 09/03/2020,,
438,ANUGERAH DWI PRATAMA,RANTAI 13 MATA D 14,MATERIAL,003/ADP-PO/I/2020,ZSBI-INV/20/I/1693,07-Jan-20,"11,000,000",100%,"11,000,000","1,100,000",,"12,100,000",INV 07/01/2020,LUNAS BCA 12/02/2020,,
439,ANUGERAH DWI PRATAMA,GRATE BAR 331,MATERIAL,004/ADP-PO/I/2020,ZSBI-INV/20/I/1694,08-Jan-20,"49,350,000",100%,"49,350,000","4,935,000",,"54,285,000",INV 08/01/2020,LUNAS BCA 12/02/2020,,
440,MANDALA UTAMA (AGUS),CONTROL SPEED MOTOR & PIPA ECONOMIZER 1500MM 16BAR,MATERIAL,078/MU-TECHNIK/150120,ZSBI-INV/20/I/1695-A,15-Jan-20,"9,350,000",100%,"9,350,000","935,000",,"10,285,000",INV 15/01/2020,LUNAS BCA 15/01/20,,
442,MANDALA UTAMA (AGUS),"TRANSMITTER SY-2088 2,5MPA",MATERIAL,088/MU-TECHNIK/170120,ZSBI-INV/20/I/1698,17-Jan-20,"3,900,000",100%,"3,900,000","390,000",,"4,290,000",INV 17/01/2020,LUNAS BCA 17/01/20,,
334,MANDALA UTAMA (AGUS),"GRATE BAR 311 , ROLLER 287 , PIN 4X50MM , PIN HOLDER 15,5 , LONG AS D14X2285 , HOLDER KIRI KANAN TENGAH , TREVELING JOINT 160X6 & 160X8 , PIN JOINT FOR TREVELING CHAIN , PIN KUNCI",MATERIAL,065/MU-TECHNIK/070819,ZSBI-INV/19/VIII/1580,26-Aug-19,"193,099,000",100%,"193,099,000","19,309,900",,"212,408,900",INV 20/08/2019,"BAYAR 03/10/2019 60.000,000 UNTUK INV 1562, 1565, 1573 TOTAL 37,266,100. SISA BAYAR INV INI 22,733.900 - BAYAR 19/11/2019 BAYAR 75,000,000 - BAYAR 29/11/2019 100,000,000. 17/01/2020 BAYAR 14,675,000 17/01/20",,
368,MANDALA UTAMA (AGUS),"SEALING BAR UK 360 , 420",MATERIAL,66/MU-TECHNIK/101019,ZSBI-INV/19/X/1617,10-Oct-19,"1,681,500",100%,"1,681,500","168,150",,"1,849,650",INV 10/10/2019,LUNAS BCA 17/01/20,,
385,MANDALA UTAMA (AGUS),GEAR BOX,MATERIAL,68/MU-TECHNIK/251019,ZSBI-INV/19/X/1634,28-Oct-19,"29,000,000",100%,"29,000,000","2,900,000",,"31,900,000",INV 28/10/2019,LUNAS BCA 17/01/20,,
443,MAXITHERM BOILERS INDONESIA,RANTAI 190 X 8 MM 86 KNOT/SET,MATERIAL,PO-2000058N,ZSBI-INV/20/I/1699,20-Jan-20,"52,026,000",100%,"52,026,000","5,202,600",,"57,228,600",INV 20/01/2020,LUNAS BCA 24/01/20,,
444,BROCO AERATED CONCRETE INDUSTRY,TEMPERATUR TRANSMITTER SBWZ PT100,MATERIAL,00080/PMB/SPE/ACI/12/19,ZSBI-INV/20/I/1700,20-Jan-20,"4,900,000",100%,"4,900,000","490,000",,"5,390,000",INV 20/01/2020,LUNAS BCA 24/2/2020,,
445,MANDALA UTAMA (AGUS),CHAIN GRATE Y-45,MATERIAL,-,ZSBI-INV/20/I/1701,27-Jan-20,"3,100,000",100%,"3,100,000","310,000",,"3,410,000",INV 27/01/2020,LUNAS BCA 25/01/20,,
446,DUCON TETRABLOK INDONESIA,Y-GRATE 47 mm,MATERIAL,202000076,ZSBI-INV/20/I/1702,29-Jan-20,"3,900,000",100%,"3,900,000","390,000",,"4,290,000",INV 29/01/2020,BELUM,,
447,GREENTECH GLOBAL ENGINEERING,SAFETY VALVE DN 50 PN 16,MATERIAL,001/GGE/I/2020,ZSBI-INV/20/I/1703,29-Jan-20,"6,100,000",100%,"6,100,000","610,000",,"6,710,000",INV 29/01/2020,LUNAS BCA  31/1/2020,,
448,ANUGERAH DWI PRATAMA,GRATE BAR 231 A & B,MATERIAL,018/ADP-PO/I/2020,ZSBI-INV/20/I/1704,30-Jan-20,"4,600,000",100%,"4,600,000","460,000",,"5,060,000",INV 30/01/2020,LUNAS BCA 12/02/2020,,
376,OCEAN ASIA INDUSTRY,LIVING CORE DLL,MATERIAL,OA/PO/2019/000517,ZSBI-INV/20/I/1627,31-Jan-20,"29,000,000",100%,"29,000,000",,,"29,000,000",INV 31/01/2020,LUNAS BCA 07/02/2020,,
450,DUA KUDA INDONESIA,GRATE BAR 165,MATERIAL,007/PO/PD/02/2020,ZSBI-INV/20/II/1706,05-Feb-20,"22,600,000",100%,"22,600,000","2,260,000",,"24,860,000",INV 30/01/2020,LUNAS BCA 14/02/2020,,
451,MANDALA UTAMA (AGUS),CHAIN TRAVELLING GRATE 160X6,MATERIAL,82/MU-TECHNIK/050220,ZSBI-INV/20/I/1707,06-Feb-20,"61,500,000",100%,"61,500,000","6,150,000",,"67,650,000",INV 06/02/2020,LUNAS BCA 10/02/2020,,
452,BATARA ELOK SEMESTA TERPADU,U-BOLT DZL 25,MATERIAL,OPP-2002-00074,ZSBI-INV/20/I/1708,07-Feb-20,"2,450,000",100%,"2,450,000", - ,,"2,450,000",INV 07/02/2020,LUNAS BCA 19/03/2020,,
454,MANDALA UTAMA (AGUS),PIN JOINT TRAVELLING CHAIN,MATERIAL,83/MU-TECHNIK/080220,ZSBI-INV/20/I/1710,10-Feb-20,"1,400,000",100%,"1,400,000","140,000",,"1,540,000",INV 10/02/2020,LUNAS BCA 10/02/2020,,
455,CV. BERKAH ABADI ENGINEERING,GRATE BAR 318,MATERIAL,029/PO/BAE/XII/19,ZSBI-INV/20/II/1711,11-Feb-20,"5,250,000",100%,"5,250,000","525,000",,"5,775,000",INV 11/02/2020,LUNAS POTONG TAGIHAN,,
456,MAXITHERM BOILERS INDONESIA,EAGLE BAR 365W X 1020,MATERIAL,PO-2000170A,ZSBI-INV/20/II/1712,11-Feb-20,"10,800,000",100%,"10,800,000","1,080,000",,"11,880,000",INV 11/02/2020,LUNAS BCA 18/02/2020,,
457,BATARA ELOK SEMESTA TERPADU,SPROCKET GEAR 6 TEETH DIA 18,MATERIAL,OPP-2002-00111,ZSBI-INV/20/II/1713,11-Feb-20,"2,300,000",100%,"2,300,000", - ,,"2,300,000",INV 11/02/2020,LUNAS BCA 19/03/2020,,
458,ANUGERAH DWI PRATAMA,SHAFT DIA 14 2650MM,MATERIAL,026/ADP-PO/II/2020,ZSBI-INV/20/I/1714,12-Feb-20,"4,600,000",100%,"21,147,000","2,114,700",,"23,261,700",INV 12/02/2020,LUNAS BCA 19/03/2020,,
459,CV. BERKAH ABADI ENGINEERING,"U-BOLT 14 , RANTAI 13 DIA14, SAFETY VALVE PN 16 DN 40X50 , SPRAY NOZZLE 3/4 "" SS316",MATERIAL,-,ZSBI-INV/20/II/1715,24-Feb-20,"4,310,000",100%,"4,310,000","431,000",,"4,741,000",INV 24/02/2020,LUNAS POTONG TAGIHAN,,
460,SANTOSO GEMABAHAGIA,GRATE Y48,MATERIAL,PO/0168/II/2020,ZSBI-INV/20/II/1716,27-Feb-20,"9,900,000",100%,"9,900,000","990,000",,"10,890,000",INV 27/02/2020,LUNAS BCA 11/03/2020,,
461,ANUGERAH DWI PRATAMA,GRATE BAR 228A 228B,MATERIAL,032/ADP-PO/II/2020,ZSBI-INV/20/II/1717,27-Feb-20,"4,655,000",100%,"4,655,000","465,500",,"5,120,500",INV 27/02/2020,LUNAS BCA 19/03/2020,,
462,BROCO AERATED CONCRETE INDUSTRY,LONG SHAFT 18 X 3080MM,MATERIAL,00104/PMB/SPE/ACI/02/20,ZSBI-INV/20/II/1718,27-Feb-20,"10,500,000",100%,"10,500,000","1,050,000",,"11,550,000",INV 27/02/2020,LUNAS BCA 22/04/2020,,
463,ANUGERAH DWI PRATAMA,GRATE BAR 331,MATERIAL,-,ZSBI-INV/20/II/1719,28-Feb-20,"50,000",100%,"50,000","5,000",,"55,000",INV 28/02/2020,LUNAS BCA 19/03/2020,,
464,MANDALA UTAMA (AGUS),GRATE BAR 311,MATERIAL,84/MU-TECHNIK/050320,ZSBI-INV/20/III/1720,05-Mar-20,"2,400,000",100%,"2,400,000","240,000",,"2,640,000",INV 05/03/2020,LUNAS BCA 05/03/2020,,
465,ASRINDO CITRASUBUR MAKMUR,"T24, Y45, LONG AS 157, SPROCKET 9 GIGI",MATERIAL,007/PO/ACM/III/2020,ZSBI-INV/20/III/1721,06-Mar-20,"11,200,000",40%,"4,480,000","448,000",,"4,928,000",INV 06/03/2020,LUNAS BCA 16/03/2020,,
,,,,,ZSBI-INV/20/III/1724,16-Mar-20,,60%,"6,720,000","672,000",,"7,392,000",INV 10/03/2020,LUNAS BCA 09/04/2020,,
418,SEMPANA SARANA TEKNIK,CHAIN GRATE 200 A & 200 B,MATERIAL,059/XII/SST/2019,ZSBI-INV/20/III/1670,10-Mar-20,"2,000,000",100%,"2,000,000","200,000",,"2,200,000",INV 09/12/2019,LUNAS BCA 10/03/2020,,
466,BATARA ELOK SEMESTA TERPADU,U-BOLT DZL 25,MATERIAL,OPP-2003-00021,ZSBI-INV/20/III/1722,10-Mar-20,"7,350,000",100%,"7,350,000", - ,,"7,350,000",INV 10/03/2020,LUNAS BCA 07/04/2020,,
467,BROCO AERATED CONCRETE INDUSTRY,"CHIMNEY ?1,660 x ?1,220 x 24,470nn elevasi 32,000 to 27,670",MATERIAL & JASA,00094/PMB/SPE/ACI/01/20,ZSBI-INV/20/III/1723,10-Mar-20,"245,200,000",30%,"73,560,000","7,356,000",,"80,916,000",INV 10/03/2020,CANCEL,,
468,CV.KURNIA ABADI SENTOSA,SIDE LINK,MATERIAL,-,ZSBI-INV/20/III/1725,11-Mar-20,"1,020,000",100%,"1,020,000","102,000",,"1,122,000",INV 11/03/2020,LUNAS BCA 11/03/2020,,
469,CV.KURNIA ABADI SENTOSA,RANTAI KACAMATA T18 + PULLY DIA 120X370 + SHAFT 18MM PANJANG 220CM,MATERIAL,-,ZSBI-INV/20/III/1726,16-Mar-20,"14,180,000",100%,"14,180,000","1,418,000",,"15,598,000",INV 16/03/2020,LUNAS BCA 16/03/2020,,
470,MANDALA UTAMA (AGUS),ACTIVE GRATE 200,MATERIAL,86/MU-TECHNIK/170320,ZSBI-INV/20/III/1727,17-Mar-20,"2,400,000",100%,"2,400,000","240,000",,"2,640,000",INV 17/03/2020,LUNAS BCA 17/03/2020,,
471,CV.KURNIA ABADI SENTOSA,BOILER CONTROLLER DS-8S-15A,MATERIAL,-,ZSBI-INV/20/III/1728,23-Mar-20,"12,400,000",30%,"3,720,000","372,000",,"4,092,000",INV 20/03/2020,LUNAC BCA 24/03/2020,,
,,,,,ZSBI-INV/20/VI/1758,12-Jun-20,,70%,"8,680,000","868,000",,"9,548,000",INV 12/06/2020,LUNAS BCA 12/06/2020,,
473,CV.KURNIA ABADI SENTOSA,PULLY BELAKANG DIA 270MM,MATERIAL,-,ZSBI-INV/20/III/1730,26-Mar-20,"11,550,000",30%,"3,465,000","346,500",,"3,811,500",INV 26/03/2020,LUNAS BCA 26/03/2020,,
,,,,,ZSBI-INV/20/VI/1759,12-Jun-20,,70%,"8,085,000","808,500",,"8,893,500",INV 12/06/2020,LUNAS BCA 12/06/2020,,
474,BATARA ELOK SEMESTA TERPADU,UNIBODY BALL VALVE DN 50 CS,MATERIAL,OPP-2003-00427,ZSBI-INV/20/III/1731,26-Mar-20,"5,500,000",100%,"5,500,000", - ,,"5,500,000",INV 26/03/2020,LUNAS BCA 06/05/2020,,
475,BATARA ELOK SEMESTA TERPADU,RANTAI SR 11 MATA 18MM,MATERIAL,OPP-2003-00423,ZSBI-INV/20/III/1732,26-Mar-20,"15,840,000",100%,"15,840,000", - ,,"15,840,000",INV 26/03/2020,LUNAS BCA 06/05/2020,,
479,PACIFIC EASTERN COCONUT UTAMA,CHAIN GRATE 265 + 252,MATERIAL,HOPO2001031,ZSBI-INV/20/IV/1697,26-Mar-20,"38,500,000",100%,"38,500,000","3,850,000",,"42,350,000",INV 16/01/2020,LUNAS BCA 31/3/2020,,
476,CV.KURNIA ABADI SENTOSA,"SHAFT DIA 18MM P 278,25",MATERIAL,-,ZSBI-INV/20/III/1733,28-Mar-20,"8,400,000",100%,"8,400,000","840,000",,"9,240,000",INV 28/03/2020,LUNAS BCA 30/3/2020,,
477,ABADI MAKMUR PERKASA,BALL VALVE DN 50 + BALL VALVE SHORT DN 50 + THERMAL TRAP VALVE DN 50,MATERIAL,-,ZSBI-INV/20/III/1734,31-Mar-20,"20,400,000",100%,"20,400,000","2,040,000",,"22,440,000",INV 31/03/2020,LUNAS BCA 09/04/2020,,
478,DUCON TETRABLOK INDONESIA,TRAVEL GRATE 252 + LONG AS 1710 DIA 18MM,MATERIAL,202000239,ZSBI-INV/20/IV/1735,09-Apr-20,"57,000,000",100%,"57,000,000","5,700,000",,"62,700,000",INV 09/04/2020,BELUM,,
449,PACIFIC EASTERN COCONUT UTAMA,RANTAI D14 + UBOLT D14,MATERIAL,HOPO2001060,ZSBI-INV/20/I/1705,07-Apr-20,"9,000,000",100%,"9,000,000","900,000",,"9,900,000",INV 07/04/2020,LUNAS BCA 09/04/2020,,
453,PACIFIC EASTERN COCONUT UTAMA,PIPA ECONOMIZER & ELBOW ECONOMIZER,MATERIAL,HOPO2002014,ZSBI-INV/20/IV/1709,14-Apr-20,"52,380,000",100%,"52,380,000","5,238,000",,"57,618,000",INV 14/04/2020,LUNAS BCA 20/04/2020,,
479,ANUGERAH DWI PRATAMA,GRATE BAR 219 + 200 + 250,MATERIAL,061-ADP-PO/IV/2020,ZSBI-INV/20/IV/1736,20-Apr-20,"2,580,000",100%,"2,580,000","258,000",,"2,838,000",INV 20/04/2020,LUNAS BCA 05/06/2020,,
480,BROCO AERATED CONCRETE INDUSTRY,"CHIMNEY ?1,660 x ?1,220 x 24,470nn elevasi 32,000 to 27,670",MATERIAL & JASA,00094/PMB/SPE/ACI/01/20,ZSBI-INV/20/IV/1737,23-Apr-20,"245,200,000",30%,"73,560,000","7,356,000",,"80,916,000",INV 23/04/2020,LUNAS BCA 23/04/2020,,
,,,,,ZSBI-INV/20/VII/1771,07-Jul-20,,70%,"171,640,000","17,164,000",,"188,804,000",INV 07/07/2020,LUNAS BCA 31/08/2020,,
481,OCEAN ASIA INDUSTRY,RING PLAT M14 + RING PLAT 18 + COTTER PIN 4 X 40,MATERIAL,OA/PO/2020/000529,ZSBI-INV/20/IV/1738,24-Apr-20,"1,400,000",100%,"1,400,000", - ,,"1,400,000",INV 24/04/2020,LUNAS BCA 30/4/2020,,
482,OCEAN ASIA INDUSTRY,CASTABLE C-16,MATERIAL,OA/PO/2020/000530,ZSBI-INV/20/IV/1739,24-Apr-20,"1,912,500",100%,"1,912,500", - ,,"1,912,500",INV 24/04/2020,LUNAS BCA 30/4/2020,,
483,BROCO AERATED CONCRETE INDUSTRY,FLANGE D 1390MM X 18MM & STIFFENER 10MM THICKNESS,MATERIAL,00048/PMB/SPE/ACI/03/20,ZSBI-INV/20/IV/1740,27-Apr-20,"19,420,000",100%,"19,420,000","1,942,000",,"21,362,000",INV 27/04/2020,LUNAS BCA 04/05/2020,,
484,ANUGERAH DWI PRATAMA,RANTAI Y POLOS,MATERIAL,070-ADP-PO/V/2020,ZSBI-INV/20/V/1741,04-May-20,"2,800,000",100%,"2,800,000","280,000",,"3,080,000",INV 04/05/2020,LUNAS BCA 05/06/2020,,
485,ABADI MAKMUR PERKASA,BALL VALVE PN25 DN40,MATERIAL,-,ZSBI-INV/20/V/1742,04-May-20,"15,000,000",100%,"15,000,000","1,500,000",,"16,500,000",INV 04/05/2020,LUNAS BCA 08/05/2020,,
486,BROCO AERATED CONCRETE INDUSTRY,FOUR CLAW SPECIAL HEAVY BAR 215,MATERIAL,00019/PMB/SPE/ACI/05/20,ZSBI-INV/20/V/1743,05-May-20,"85,000,000",40%,"34,000,000","3,400,000",,"37,400,000",INV 05/05/2020,LUNAS BCA 18/05/2020,,
,,,,,ZSBI-INV/20/VII/1770,07-Jul-20,,60%,"51,000,000","5,100,000",,"56,100,000",INV 07/07/2020,LUNAS BCA 24/08/2020,,
487,CV. BERKAH ABADI ENGINEERING,SAFETY VALVE PN 25 DN 100 X 125,MATERIAL,029/PO/BAE/V/20,ZSBI-INV/20/V/1744,11-May-20,"7,000,000",100%,"7,000,000","700,000",,"7,700,000",INV 11/05/2020,LUNAS POTONG TAGIHAN,,
488,BATARA ELOK SEMESTA TERPADU,PIN GL 20P,MATERIAL,OPP-2005-00027,ZSBI-INV/20/V/1745,11-May-20,"3,500,000",100%,"3,500,000", - ,,"3,500,000",INV 11/05/2020,LUNAS BCA 08/06/2020,,
489,BATARA ELOK SEMESTA TERPADU,U BOLT DZL 25,MATERIAL,OPP-2005-00048,ZSBI-INV/20/V/1746,11-May-20,"4,900,000",100%,"4,900,000", - ,,"4,900,000",INV 11/05/2020,LUNAS BCA 08/06/2020,,
491,GLOBAL INTERITI INDUSTRY,LONG SHAFT + RIGHT HOLDER,MATERIAL,OPP-2005-00030,ZSBI-INV/20/V/1748,14-May-20,"20,600,000",100%,"20,600,000","2,060,000",,"22,660,000",INV 14/05/2020,LUNAS BCA 07/07/2020,,
492,BUKIT PERAK,RANTAI Y BAHAN ZG 400,MATERIAL,2200660,ZSBI-INV/20/V/1749,16-May-20,"3,500,000",100%,"3,500,000","350,000",,"3,850,000",INV 16/05/2020,LUNAS MANDIRI 18/05/2020,,
493,BROCO AERATED CONCRETE INDUSTRY,"BALL VALVE PN 2,5 DN 50 & DN 40 SHORT",MATERIAL,00052/PMB/SPE/ACI/05/20,ZSBI-INV/20/V/1750,19-May-20,"11,150,000",100%,"11,150,000","1,115,000",,"12,265,000",INV 19/05/2020,LUNAS BCA 03/07/2020,,
494,CV. BERKAH ABADI ENGINEERING,SAFETY VALVE PN 40 DN 80 X 100,MATERIAL,031/PO/BAE/V/20,ZSBI-INV/20/V/1751,19-May-20,"4,727,273",100%,"4,727,273","472,727",,"5,200,000",INV 19/05/2020,POTONG TAGIHAN,,
495,CV. BERKAH ABADI ENGINEERING,"SIGHT GLASS C TO C 350 , PAKAI LAMPU & DIGITAL INDICATOR XMT 608",MATERIAL,029/PO/BAE/V/20,ZSBI-INV/20/V/1752,19-May-20,"4,550,000",100%,"4,550,000","455,000",,"5,005,000",INV 19/05/2020,LUNAS POTONG TAGIHAN,,
496,BUKIT PERAK,RANTAI Y BAHAN ZG 400,MATERIAL,2200660,ZSBI-INV/20/VI/1753,06-Jun-20,"5,250,000",100%,"5,250,000","525,000",,"5,775,000",INV 06/06/2020,LUNAS MANDIRI 08/06/2020,,
497,ELANG PERDANA TYRE INDUSTRY,MAIN DRIVE SHAFT 60MM + RANTAI 11 CINCIN D14 + U-BOLT D.14 + 8 GIGI SPROCKET + ROLLER SHAFT + SCRAPPER PLATE + GUIDE WHEET + BIG SHAFT + ROLLER,MATERIAL,00019/PMB/SPE/ACI/05/20,ZSBI-INV/20/VI/1754,08-Jun-20,"27,275,000",40%,"10,910,000","1,091,000",,"12,001,000",INV 08/06/2020,LUNAS BCA 26/06/2020,,
,,,,,ZSBI-INV/20/VII/1773,13-Jul-20,,60%,"16,365,000","1,636,500",,"18,001,500",INV 08/07/2020,LUNAS BCA 28/08/2020,,
498,GLOBAL INTERITI INDUSTRY,CHAIN CLASP / UBOLT D14,MATERIAL,OPP-2005-00102,ZSBI-INV/20/VI/1755,09-Jun-20,"6,600,000",100%,"6,600,000","660,000",,"7,260,000",INV 09/06/2020,LUNAS BCA 07/07/2020,,
501,BANGUN RINGAN PERKASA,GRATE T18 + T24 + DRIVING GRATE Y45 + LONG PIN L2200,MATERIAL,BRP-BIP2020/JC-06/0060,ZSBI-INV/20/VI/1760,12-Jun-20,"10,200,000",100%,"10,200,000","1,020,000",,"11,220,000",INV 12/06/2020,LUNAS BCA 20/07/2020,,
502,ANUGERAH DWI PRATAMA,RAIL HELICAL KANAN P.1275 MM,MATERIAL,087/ADP-PO/VI/2020,ZSBI-INV/20/VI/1762,16-Jun-20,"12,000,000",100%,"12,000,000","1,200,000",,"13,200,000",INV 16/06/2020,LUNAS BCA 10/07/2020,,
503,CV.KURNIA ABADI SENTOSA,SHAFT DIA.18M PANJANG 2400 MM,MATERIAL,-,ZSBI-INV/20/VI/1763,18-Jun-20,"7,250,000",100%,"7,250,000","725,000",,"7,975,000",INV 18/06/2020,LUNAS BCA 18/06/2020,,
504,JIALE INDONESIA TEXTILE,PRESSURE GAUGE Y-150 + PRESSURE GAUGE THREE WAY COCK DN 15 + PRESSURE GAUGE BUFFER TUBE M20X15,MATERIAL,0027/ZBI/180620,ZSBI-INV/20/VI/1764,18-Jun-20,"12,250,000",100%,"12,250,000","1,225,000",,"13,475,000",INV 18/06/2020,LUNAS BCA 24/06/2020,,
472,SEMPANA SARANA TEKNIK,SPROCKET 9 GIGI SHAFT 50,MATERIAL,08/III/SST/2020,ZSBI-INV/20/III/1729,19-Jun-20,"2,220,000",100%,"2,220,000","222,000",,"2,442,000",INV 19/06/2020,LUNAS BCA 19/06/2020,,
505,CV. BERKAH ABADI ENGINEERING,RANTAI 13 RING DIA.14MM,MATERIAL,-,ZSBI-INV/20/VI/1765,22-Jun-20,"3,600,000",100%,"3,600,000","360,000",,"3,960,000",INV 22/06/2020,POTONG TAGIHAN,,
506,SEMPANA SARANA TEKNIK,Y CHAIN 48,MATERIAL,10/VI/SST/2020,ZSBI-INV/20/VI/1761,23-Jun-20,"10,500,000",100%,"10,500,000","1,050,000",,"11,550,000",INV 23/06/2020,LUNAS BCA 29/07/2020,,
507,ANUGERAH DWI PRATAMA,GRATE BAR 219,MATERIAL,094/ADP-PO/VI/2020,ZSBI-INV/20/VI/1766,26-Jun-20,"1,720,000",100%,"1,720,000","172,000",,"1,892,000",INV 26/06/2020,LUNAS BCA 27/07/2020,,
508,SEMPANA SARANA TEKNIK,Y CHAIN POLOS,MATERIAL,11/VI/SST/2020,ZSBI-INV/20/VI/1767,29-Jun-20,"6,090,000",100%,"6,090,000","609,000",,"6,699,000",INV 29/06/2020,LUNAS BCA 29/07/2020,,
509,DUA KUDA INDONESIA,LIVING CORE 200A + 200B + 64 SIDE,MATERIAL,007/PO/PD/06/2020,ZSBI-INV/20/VII/1768,03-Jul-20,"54,040,000",100%,"54,040,000","5,404,000",,"59,444,000",INV 03/07/2020,LUNAS BCA 08/07/2020,,
510,ANUGERAH DWI PRATAMA,GRATE BAR 219,MATERIAL,101/ADP-PO/VI/2020,ZSBI-INV/20/VII/1769,03-Jul-20,"1,640,000",100%,"1,640,000","164,000",,"1,804,000",INV 03/07/2020,LUNAS BCA 27/8/2020,,
511,CV.KURNIA ABADI SENTOSA,SEALING BAR 360,MATERIAL,-,ZSBI-INV/20/VII/1772,07-Jul-20,"4,020,000",100%,"4,020,000","402,000",,"4,422,000",INV 07/07/2020,LUNAS BCA 07/07/2020,,
512,ELANG PERDANA TYRE INDUSTRY,"SIGHT GLASS 49X-2,5",MATERIAL,20/06/PO/00504,ZSBI-INV/20/VII/1774,13-Jul-20,"4,230,000",100%,"4,230,000","423,000",,"4,653,000",INV 08/07/2020,LUNAS BCA 28/08/2020,,
490,PACIFIC EASTERN COCONUT UTAMA,AS CHAIN GRATE DIA 18 X 215,MATERIAL,HOPO2005030,ZSBI-INV/20/VII/1747,10-Jul-20,"7,525,000",100%,"7,525,000","752,500",,"8,277,500",INV 10/07/2020,LUNAS BCA 13/07/2020,,
